,StationID,Longitude,Latitude,Height,Remark
22297,8591211,8.576933,47.38463,596,"Zürich, Im Klösterli"
22298,8591212,8.574366,47.348116999999995,469,"Zürich, Im Walder"
22299,8591213,8.508836,47.401427000000005,530,"Zürich, Im Wingert"
22300,8591214,8.491626,47.369239,440,"Zürich, In der Ey"
22301,8591215,8.474875,47.398436,395,"Zürich, Juchhof"
22302,8591216,8.528213000000001,47.348003999999996,430,"Zürich, Jugendherberge"
22303,8591217,8.531051,47.341815000000004,436,"Zürich, Kalchbühlweg"
22304,8591218,8.52101,47.374598,412,"Zürich,Kalkbreite/Bhf.Wiedikon"
22305,8591219,8.530305,47.378469,409,"Zürich, Kanonengasse"
22306,8591220,8.550526,47.372717,437,"Zürich, Kantonsschule"
22307,8591221,8.571202,47.361155,485,"Zürich, Kapfstrasse"
22308,8591222,8.494925,47.385355,403,"Zürich, Kappeli"
22309,8591223,8.498242,47.402964000000004,465,"Zürich, Kappenbühlweg"
22310,8591224,8.540906,47.430018,452,"Zürich, Käshaldenstrasse"
22311,8591225,8.562373,47.415203000000005,425,"Zürich, Genossenschaftsstrasse"
22312,8591226,8.510025,47.397304999999996,467,"Zürich, Kempfhofsteig"
22313,8591227,8.524265,47.374505,411,"Zürich, Kernstrasse"
22314,8591228,8.601163,47.355154,620,"Zürich, Kienastenwies"
22315,8591229,8.546334,47.388886,489,"Zürich, Kinkelstrasse"
22316,8591230,8.560235,47.376599,513,"Zürich, Kirche Fluntern"
22317,8591231,8.564148,47.37003,478,"Zürich, Klosbach"
22318,8591233,8.566497,47.364035,467,"Zürich, Klusplatz"
22319,8591234,8.536942999999999,47.429381,440,"Zürich, Köschenrüti"
22320,8591235,8.528025999999999,47.405592,491,"Zürich, Krematorium Nordheim"
22321,8591236,8.507872,47.377806,412,"Zürich, Krematorium Sihlfeld"
22322,8591237,8.539122,47.387956,444,"Zürich, Kronenstrasse"
22323,8591238,8.56103,47.384192,614,"Zürich, Krönleinstrasse"
22324,8591239,8.549141,47.370437,423,"Zürich, Kunsthaus"
22325,8591240,8.532049,47.39566,456,"Zürich, Lägernstrasse"
22326,8591241,8.53423,47.350986999999996,409,"Zürich, Landiwiese"
22327,8591242,8.549361,47.392419,521,"Zürich, Langensteinenstrasse"
22328,8591243,8.501064,47.373740000000005,417,"Zürich, Langgrütstrasse"
22329,8591244,8.544788,47.393542,489,"Zürich, Langmauerstrasse"
22330,8591245,8.517087,47.358732,436,"Zürich, Laubegg"
22331,8591246,8.53634,47.39499,470,"Zürich, Laubiweg"
22332,8591247,8.520151,47.396231,443,"Zürich, Lehenstrasse"
22333,8591248,8.544246000000001,47.4287,447,"Zürich, Leimgrübelstrasse"
22334,8591249,8.509876,47.411636,504,"Zürich, Lerchenhalde"
22335,8591250,8.509492,47.414293,497,"Zürich, Lerchenrain"
22336,8591251,8.532739,47.390571,429,"Zürich, Lettenstrasse"
22337,8591252,8.503729,47.381236,410,"Zürich, Letzigrund"
22338,8591253,8.499211,47.387772,401,"Zürich, Letzipark"
22339,8591254,8.496468,47.386365999999995,403,"Zürich, Letzipark West"
22340,8591255,8.545497,47.390684,489,"Zürich, Letzistrasse"
22341,8591256,8.551309,47.414645,428,"Zürich, Leutschenbach"
22342,8591257,8.531623,47.3846,405,"Zürich, Limmatplatz"
22343,8591258,8.486113000000001,47.387819,402,"Zürich, Lindenplatz"
22344,8591259,8.517913,47.375347,412,"Zürich, Lochergut"
22345,8591260,8.472329,47.389427000000005,424,"Zürich, Loogarten"
22346,8591261,8.594527000000001,47.359863,604,"Zürich, Loorenstrasse"
22347,8591262,8.537417,47.375892,409,"Zürich, Löwenplatz"
22348,8591263,8.585875,47.406877,428,"Zürich, Luchswiesen"
22349,8591264,8.581391,47.406013,428,"Zürich, Luegisland"
22350,8591265,8.493575,47.389433000000004,399,"Zürich, Luggwegstrasse"
22351,8591266,8.526389,47.407848,484,"Zürich, Maienweg"
22352,8591267,8.532099,47.416204,439,"Zürich, Maillartstrasse"
22353,8591268,8.520352,47.336969,435,"Zürich, Manegg"
22354,8591269,8.521632,47.365445,416,"Zürich, Manesseplatz"
22355,8591270,8.515375,47.33035,457,"Zürich, Marbachweg"
22356,8591271,8.590917,47.398641,435,"Zürich, Mattenhof"
22357,8591272,8.541331,47.414048,439,"Zürich, Max-Bill-Platz"
22358,8591273,8.550683,47.410693,431,"Zürich, Messe/Hallenstadion"
22359,8591274,8.474886999999999,47.392885,399,"Zürich, Micafil"
22360,8591275,8.495605,47.406325,498,"Zürich, Michelstrasse"
22361,8591276,8.541929,47.397490999999995,480,"Zürich, Milchbuck"
22362,8591277,8.527627,47.3796,408,"Zürich, Militär-/Langstrasse"
22363,8591278,8.514291,47.323137,484,"Zürich, Mittelleimbach"
22364,8591279,8.530141,47.343947,424,"Zürich, Morgental"
22365,8591280,8.526461,47.413955,447,"Zürich, Mötteliweg"
22366,8591281,8.498003,47.425633000000005,449,"Zürich, Mühlacker"
22367,8591282,8.534936,47.382121999999995,406,"Zürich, Museum für Gestaltung"
22368,8591283,8.531557000000001,47.360719,418,"Zürich, Museum Rietberg"
22369,8591284,8.473974,47.390924,408,"Zürich, Neeserweg"
22370,8591285,8.525025999999999,47.411845,457,"Zürich, Neuaffoltern"
22371,8591286,8.534944,47.332927000000005,474,"Zürich, Neubühl"
22372,8591287,8.54735,47.372774,421,"Zürich, Neumarkt"
22373,8591288,8.543185000000001,47.377555,409,"Zürich, Neumühlequai/HB"
22374,8591289,8.538206,47.416703999999996,439,"Zürich, Neunbrunnen"
22375,8591290,8.531072,47.403576,478,"Zürich, Nordheimstrasse"
22376,8591291,8.536163,47.388326,429,"Zürich, Nordstrasse"
22377,8591292,8.533436,47.392256,438,"Zürich, Nürenbergstrasse"
22378,8591293,8.532816,47.410477,452,"Zürich, Oberwiesenstrasse"
22379,8591294,8.554206,47.417584999999995,426,"Zürich, Oerlikerhus"
22380,8591296,8.534142999999998,47.388011999999996,423,"Zürich, Okenstrasse"
22381,8591297,8.566168,47.416722,427,"Zürich, Orionstrasse"
22382,8591298,8.542416000000001,47.38519,448,"Zürich, Ottikerstrasse"
22383,8591299,8.538765,47.369366,409,"Zürich, Paradeplatz"
22384,8591300,8.590558,47.356907,594,"Zürich, Stodolastrasse"
22385,8591302,8.517703,47.399654,514,"Zürich, Pflegezentr. Käferberg"
22386,8591303,8.55264,47.375008,453,"Zürich, Platte"
22387,8591304,8.532958,47.344469000000004,413,"Zürich, Post Wollishofen"
22388,8591305,8.586592999999999,47.400222,436,"Zürich, Probstei"
22389,8591306,8.528753,47.386741,404,"Zürich, Quellenstrasse"
22390,8591307,8.535186,47.401981,466,"Zürich, Radiostudio"
22391,8591308,8.514666,47.362747999999996,428,"Zürich, Räffelstrasse"
22392,8591309,8.542879,47.371738,409,"Zürich, Rathaus"
22393,8591310,8.474107,47.386173,426,"Zürich, Rautihalde"
22394,8591311,8.484091000000001,47.383349,410,"Zürich, Rautistrasse"
22395,8591312,8.514972,47.3969,454,"Zürich, Rebbergsteig"
22396,8591314,8.539275,47.408823,451,"Zürich, Regensbergbrücke"
22397,8591315,8.582979,47.351027,522,"Zürich, Rehalp"
22398,8591316,8.538457000000001,47.373065999999994,411,"Zürich, Rennweg"
22399,8591317,8.535041,47.363384,408,"Zürich, Rentenanstalt"
22400,8591318,8.558183,47.414479,426,"Zürich, Riedbach"
22401,8591319,8.559269,47.410646,427,"Zürich, Riedgraben"
22402,8591320,8.479578,47.409925,465,"Zürich, Riedhofstrasse"
22403,8591322,8.529264,47.381933000000004,406,"Zürich, Röntgenstrasse"
22404,8591323,8.525464,47.394328,425,"Zürich, Rosengartenstrasse"
22405,8591324,8.540500999999999,47.388662,455,"Zürich, Röslistrasse"
22406,8591325,8.57698,47.402953000000004,433,"Zürich, Roswiesen"
22407,8591326,8.536118,47.391277,446,"Zürich, Rotbuchstrasse"
22408,8591327,8.543238,47.374352,407,"Zürich, Rudolf-Brun-Brücke"
22409,8591328,8.477314,47.413453000000004,491,"Zürich, Rütihof"
22410,8591329,8.520405,47.357864,420,"Zürich, Saalsporthalle"
22411,8591330,8.562863,47.410809,430,"Zürich, Saatlenstrasse"
22412,8591331,8.495515,47.374385,418,"Zürich, Sackzelg"
22413,8591332,8.54848,47.406082,453,"Zürich, Salersteig"
22414,8591333,8.471766,47.387705,428,"Zürich, Salzweg"
22415,8591334,8.503372,47.386564,403,"Zürich, SBB-Werkstätte"
22416,8591335,8.538708,47.39163,458,"Zürich, Schaffhauserplatz"
22417,8591336,8.550895,47.389741,543,"Zürich, Schäppiweg"
22418,8591338,8.506933,47.416197,487,"Zürich, Schauenberg"
22419,8591339,8.544232000000001,47.38779,475,"Zürich, Scheuchzerstrasse"
22420,8591340,8.574145,47.362592,497,"Zürich, Schlyfi"
22421,8591341,8.519264,47.370153,414,"Zürich, Schmiede Wiedikon"
22422,8591342,8.536346,47.42613,434,"Zürich, Schönauring"
22423,8591343,8.563873,47.405941999999996,432,"Zürich, Schörlistrasse"
22424,8591344,8.494202,47.372274,424,"Zürich, Schulhaus Altweg"
22425,8591345,8.477772,47.384593,427,"Zürich, Schulhaus Buchlern"
22426,8591346,8.514788000000001,47.412094,485,"Zürich, Schumacherweg"
22427,8591347,8.579597,47.408837,426,"Zürich, Schürgistrasse"
22428,8591348,8.497050999999999,47.409729999999996,523,"Zürich, Schützenhaus Höngg"
22429,8591349,8.571503,47.40459,436,"Zürich, Schwamendingerplatz"
22430,8591350,8.520686,47.423858,443,"Zürich, Schwandenholz"
22431,8591351,8.502699,47.364775,456,"Zürich, Schweighof"
22432,8591352,8.535511,47.35988,408,"Zürich, Schweizer Rück"
22433,8591353,8.504616,47.39973,457,"Zürich, Schwert"
22434,8591354,8.549777,47.421864,432,"Zürich, Seebach"
22435,8591355,8.54837,47.419863,436,"Zürich, Seebacherplatz"
22436,8591357,8.538136999999999,47.338915,409,"Zürich, Seerose"
22437,8591358,8.48997,47.407447,487,"Zürich, Segantinistrasse"
22438,8591360,8.592969,47.355776,598,"Zürich, Segeten"
22439,8591361,8.48435,47.391802,398,"Zürich, Seidelhof"
22440,8591362,8.548364999999999,47.385915999999995,493,"Zürich, Seilbahn Rigiblick"
22441,8591363,8.494499000000001,47.378586,412,"Zürich, Siemens"
22442,8591364,8.557623,47.36323,429,"Zürich, Signaustrasse"
22443,8591365,8.522261,47.357973,419,"Zürich, Sihlcity"
22444,8591366,8.523031,47.360061,420,"Zürich, Sihlcity Nord"
22445,8591367,8.534203,47.376093,409,"Zürich, Sihlpost/HB"
22446,8591368,8.537605000000001,47.379875,407,"Zürich, Sihlquai/HB"
22447,8591369,8.534574000000001,47.372267,411,"Zürich, Sihlstrasse"
22448,8591370,8.514661,47.326417,478,"Zürich, Sihlweidstrasse"
22449,8591371,8.493488000000001,47.405112,471,"Zürich, Singlistrasse"
22450,8591372,8.488495,47.387725,403,"Zürich, Solidapark"
22451,8591373,8.543692,47.382839000000004,447,"Zürich, Sonneggstrasse"
22452,8591374,8.504999,47.391729999999995,401,"Zürich, Sportweg"
22453,8591375,8.552258,47.367492,425,"Zürich, Sprecherstrasse"
22454,8591376,8.552218,47.382056,506,"Zürich, Spyriplatz"
22455,8591377,8.556199000000001,47.386254,601,"Zürich, Spyristeig"
22456,8591378,8.541471000000001,47.335042,411,"Zürich, Stadtgrenze"
22457,8591379,8.542811,47.37996,415,"Zürich, Stampfenbachplatz"
22458,8591380,8.535386,47.420086,454,"Zürich, Staudenbühl"
22459,8591381,8.529249,47.373424,411,"Zürich, Stauffacher"
22460,8591382,8.546231,47.410070000000005,443,"Zürich, Sternen Oerlikon"
22461,8591383,8.533919000000001,47.416394,438,"Zürich, Stierenried"
22462,8591384,8.53501,47.367702,409,"Zürich, Stockerstrasse"
22463,8591385,8.511718,47.35307,476,"Zürich, Strassenverkehrsamt"
22464,8591386,8.547348,47.393724,509,"Zürich, Strickhof"
22465,8591387,8.534297,47.354927,409,"Zürich, Sukkulentensammlung"
22466,8591388,8.529611000000001,47.327086,467,"Zürich, Sunnau"
22467,8591389,8.568009,47.378538,575,"Zürich, Susenbergstrasse"
22468,8591390,8.509647,47.369946,424,"Zürich, Talwiesenstrasse"
22469,8591391,8.515655,47.388789,402,"Zürich, Technopark"
22470,8591392,8.527807000000001,47.350184999999996,427,"Zürich, Thujastrasse"
22471,8591393,8.551798,47.401903000000004,463,"Zürich, Tierspital"
22472,8591394,8.564949,47.370976,484,"Zürich, Titlisstrasse"
22473,8591396,8.587199,47.383494,599,"Zürich, Tobelhof"
22474,8591397,8.559347,47.379090000000005,532,"Zürich, Toblerplatz"
22475,8591398,8.510581,47.390041,401,"Zürich, Toni-Areal"
22476,8591399,8.5986,47.3542,609,"Zürich, Trichtenhausenfussweg"
22477,8591400,8.60107,47.353914,618,"Zürich, Trichtisal"
22478,8591401,8.496773,47.366386,465,"Zürich, Triemlispital"
22479,8591402,8.49434,47.39798,401,"Zürich, Tüffenwies"
22480,8591403,8.568882,47.405965,434,"Zürich, Tulpenstrasse"
22481,8591404,8.532528999999998,47.366141999999996,409,"Zürich, Tunnelstrasse"
22482,8591405,8.513962,47.356737,452,"Zürich, Uetlihof"
22483,8591406,8.544829,47.396159000000004,487,"Zürich, Universität Irchel"
22484,8591407,8.511847,47.424588,447,"Zürich, Unteraffoltern"
22485,8591408,8.483386,47.379829,420,"Zürich, Untermoosstrasse"
22486,8591410,8.52538,47.340826,469,"Zürich, Verenastrasse"
22487,8591411,8.54907,47.383542999999996,490,"Zürich, Vogelsangstrasse"
22488,8591412,8.554519,47.376870000000004,480,"Zürich, Voltastrasse"
22489,8591413,8.484082,47.39435,396,"Zürich, Vulkanstrasse"
22490,8591414,8.526506,47.361666,419,"Zürich, Waffenplatz-/Bederstr."
22491,8591415,8.525748,47.361484000000004,419,"Zürich, Waffenplatzstrasse"
22492,8591416,8.513542999999999,47.398973,532,"Zürich, Waidbadstrasse"
22493,8591417,8.518400999999999,47.3955,428,"Zürich, Waidfussweg"
22494,8591418,8.524783,47.423946,449,"Zürich, Waidhof"
22495,8591419,8.521708,47.399165999999994,492,"Zürich, Waidspital"
22496,8591420,8.557675999999999,47.40423,452,"Zürich, Waldgarten"
22497,8591421,8.568546000000001,47.373244,543,"Zürich, Waldhaus Dolder"
22498,8591423,8.491627000000001,47.402772999999996,448,"Zürich, Wartau"
22499,8591424,8.582443,47.358733,563,"Zürich, Waserstrasse"
22500,8591425,8.528514999999999,47.397789,477,"Zürich, Weihersteig"
22501,8591427,8.526843,47.372322,411,"Zürich, Werd"
22502,8591428,8.482016999999999,47.397832,396,"Zürich, Werdhölzli"
22503,8591429,8.568626,47.360155,450,"Zürich, Wetlistrasse"
22504,8591430,8.532893,47.336779,455,"Zürich, Widmerstrasse"
22505,8591431,8.495958,47.404064,469,"Zürich, Wieslergasse"
22506,8591432,8.596809,47.355216,602,"Zürich, Wiesliacher"
22507,8591433,8.548214999999999,47.383192,486,"Zürich, Winkelriedstrasse"
22508,8591434,8.494567,47.400056,407,"Zürich, Winzerhalde"
22509,8591435,8.486373,47.403765,435,"Zürich, Winzerstrasse"
22510,8591436,8.486127,47.403371,433,"Zürich, Winzerstrasse Süd"
22511,8591437,8.523574,47.392592,409,"Zürich, Wipkingerplatz"
22512,8591438,8.585246000000001,47.359181,585,"Zürich, Witikon Zentrum"
22513,8591439,8.530161,47.338442,450,"Zürich, Wollishofen"
22514,8591440,8.566544,47.351846,457,"Zürich, Wonnebergstrasse"
22515,8591441,8.497589,47.358821999999996,543,"Zürich, Zielweg"
22516,8591442,8.571557,47.381571,610,"Zürich, Zoo"
22517,8591443,8.578089,47.380499,601,"Zürich, Zoo/Forrenweid"
22518,8591444,8.564107,47.378729,554,"Zürich, Zürichbergstrasse"
22519,8591445,8.597881,47.357048999999996,620,"Zürich, Zweiackerstrasse"
22520,8591446,8.496808,47.402186,455,"Zürich, Zwielplatz"
22521,8591447,8.515955,47.371506,416,"Zürich, Zwinglihaus"
22522,8591448,8.513769,47.37669,412,"Zürich, Zypressenstrasse"
22847,8591824,8.518324,47.362966,422,"Zürich, Binz"
22848,8591825,8.638613000000001,47.361131,565,"Benglen, Bodenacher"
22849,8591826,8.627972,47.357094000000004,629,"Binz bei Maur, Post"
22850,8591828,8.641001,47.351391,608,"Ebmatingen, Dorf"
22852,8591830,8.557159,47.419958,427,"Glattpark, Glattpark"
22853,8591831,8.59808,47.382009000000004,567,"Gockhausen, Dorf"
22854,8591832,8.617545,47.362697,621,"Pfaffhausen, Müseren"
22855,8591833,8.448752,47.413167,416,"Unterengstringen, Sennenbüel"
22893,8591896,8.492583999999999,47.392258,408,"Zürich, Würzgraben"
22900,8591903,8.596038,47.348351,589,"Zollikerberg, Spital"
24369,8593523,8.549053,47.445627,420,"Zürich Flughafen, Im Rohr"
24375,8593529,8.448051,47.409044,390,"Unterengstringen, Langwisen"
24905,8594185,8.559211,47.420522999999996,425,"Glattpark, Wright-Strasse"
24906,8594186,8.596886999999999,47.415456,460,"Wallisellen, Haldenstrasse"
24907,8594187,8.593649000000001,47.415264,450,"Wallisellen, Friedhof"
24908,8594188,8.599578,47.415528,460,"Wallisellen, Schulhaus Bürgli"
24909,8594189,8.600624,47.413026,440,"Wallisellen, Säntisstrasse"
24910,8594190,8.596953,47.413639,440,"Wallisellen, Guggenbühlstrasse"
24912,8594198,8.598064,47.409292,440,"Wallisellen, Glatt (Tram)"
24943,8594236,8.530663,47.445685,460,"Rümlang, Hörnlistrasse"
24944,8594239,8.519445,47.387575,404,"Zürich, Schiffbau"
24953,8594249,8.630014,47.361409,450,"Benglen, Langwis"
24954,8594250,8.630063999999999,47.357711,450,"Binz bei Maur, Bautacher"
24955,8594252,8.539436,47.326192,450,"Kilchberg ZH, Breitloo"
24956,8594253,8.538149,47.329209000000006,450,"Kilchberg ZH, Emilienheim"
24957,8594254,8.538117999999999,47.331565999999995,450,"Kilchberg ZH, Obere Hornhalde"
24958,8594255,8.547432,47.392022999999995,450,"Zürich, Schanzackerstrasse"
24963,8594261,8.601731,47.401249,430,"Dübendorf, Hochbord"
25029,8594338,8.634107,47.416427,440,"Brüttisellen, Neuwisen"
25204,8594553,8.571556,47.432645,430,"Opfikon, Schwimmbad"
25349,8594732,8.449314999999999,47.413494,416,"Unterengstringen, Sennenbüel N"
25591,8595073,8.612612,47.420029,448,"Dietlikon, Fuchshalde"
25592,8595074,8.6082,47.425543,472,"Dietlikon, Hinentalstrasse"
25593,8595075,8.614949000000001,47.417226,444,"Dietlikon, In Lampitzäckern"
25594,8595076,8.616927,47.430554,470,"Dietlikon, Klimmweg"
25595,8595077,8.611864,47.42457,472,"Dietlikon, Lettenstrasse"
25596,8595078,8.619424,47.430799,470,"Dietlikon, Lindenstrasse"
25597,8595080,8.614148,47.422982,468,"Dietlikon, Riedenerstrasse"
25598,8595081,8.618244,47.423012,457,"Dietlikon, Zentrum"
25638,8595128,8.616586,47.428318,455,"Dietlikon, Pünten"
25639,8595129,8.619533,47.428549,450,"Dietlikon, Rebackerweg"
25877,8595406,8.556299000000001,47.293755,491,"Thalwil, Sonnenberg"
26119,8595709,8.528466,47.452389000000004,440,"Rümlang, Heuelstrasse"
26120,8595710,8.536358,47.4486,430,"Rümlang, Ifangstrasse"
26121,8595711,8.525541,47.446822,460,"Rümlang, Chilestieg"
26122,8595712,8.536871000000001,47.452265000000004,420,"Rümlang, Hofwisenunterführung"
26123,8595713,8.527134,47.448840000000004,450,"Rümlang, Zürichweg"
26127,8595717,8.53005,47.31295,435,"Adliswil, Grundstrasse"
26279,8595899,8.519652,47.414747,461,"Zürich, Glaubtenstrasse Nord"
26397,8596100,8.610711,47.444461,446,"Bassersdorf, Sportanlage"
26399,8596113,8.600464,47.399004,434,"Dübendorf, Hochbord Süd"
